Name,unique_id,Year of Work,Auction House,Session,Meeting,Sale of,Description,Product URL,Image URL,Size,Category,Period,Estimate RMB,Sold For RMB,China,T,China*T,Estimate,Size_c,weights,subclass,Stratum
Qing Daoguang Pastel Flower Butterfly Cup (2 pieces),1033,Qing Daoguang,Beijing Hanhai,Autumn Auction 2001 - Chinese Antiques and Treasures,Autumn Auction 2001,10/12/2001,,https://auction.artron.net/paimai-art16290189,https://image.artron.net/wd/auction//1/art/233/a5217360a22d5dbf2d1b822bf1ce8e9d.jpg,8,Cup,Qing,50000,66000,1,0,0,50000.0,1,1.0,1,C1
Qingyongzheng Doucai bamboo pattern small cup,1085,Qing Yongzheng,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The cup has an open mouth and a flat footrim, and is small in form. The glaze is lustrous, and the outer wall is painted with a bamboo design in doucai, a light and fresh colour. (See: Qing Porcelain, Collection of Treasures, fig. 57.",https://auction.artron.net/paimai-art09790035,https://image.artron.net/wd/auction//5/art/621/932033e7cefcff915c55009839623ea0.jpg,6,Cup,Qing,140000,132000,1,1,1,140000.0,1,1.0,1,C1
Qing Kangxi Yellow glazed amphora cups (pair),1090,Qing Kangxi,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"The cup is of small form, decorated with double ears on the sides. The cup is covered with a white glaze on the inside and a yellow glaze on the outside, the glaze uniform, the underglaze carved with a week of chi dragons, the carving meticulous and smooth. One with a wound. See: """"Sotheby's HongKong Nov 15, 1983"""", lot 55. Shanghai Museum Collection, Kangxi Collection, fig. 240.",https://auction.artron.net/paimai-art09790024,https://image.artron.net/wd/auction//5/art/621/69c66a7290b59e06223c49cfc26a4a04.jpg,5,Cup,Qing,100000,88000,1,1,1,100000.0,1,1.0,1,C1
Qingqianlong pastel chicken cup,1100,Qing Qianlong,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"Of straight cylindrical form with a tapering lower abdomen. The body is fine and the glaze lustrous. On one side of the outer wall, painted in famille rose enamels with male and female chickens, interspersed with children and rocks and flowers, the scene is distinctive and naturalistic, and on the other side is inscribed with an imperial poem, the combination of poetry and painting being fresh and elegant. Shanghai Museum, Hu Huichun and Wang Huayun, p. 99, fig. 64.",https://auction.artron.net/paimai-art09790064,https://image.artron.net/wd/auction//5/art/621/30093cefac760704e0e477205dd7260b.jpg,8,Cup,Qing,60000,165000,1,1,1,60000.0,1,1.0,1,C1
Qing Guangxu pastel chicken cup,1156,Qing Guangxu,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"With a straight mouth and deep belly, the foot resting on the inside. Painted in pastel on the exterior with an urchin and a rooster, the boy is playful and cute, the rooster standing tall, while a female is foraging for food, the painting vivid and colourful, with an imperial poem inscribed in ink on one side.",https://auction.artron.net/paimai-art09790185,https://image.artron.net/wd/auction//5/art/621/64da562512bc203aaf39aefab13911ad.jpg,8,Cup,Qing,15000,27500,1,1,1,15000.0,1,1.0,1,C1
Qing Daoguang Gold glazed blue color group small cup (pair),1161,Qing Daoguang,China Guardian,Spring Auction 2003 - Porcelain Crafts,China Guardian Spring Auction 2003,13/07/2003,"Of delicate form, the interior covered with a white glaze, the exterior moulded in gold with a double chi dragon holding a longevity symbol, the upper part decorated in blue, the foot inscribed in blue with the official kiln mark Da Qing Daoguang nian zhi ('Made in the Daoguang period').",https://auction.artron.net/paimai-art09790175,https://image.artron.net/wd/auction//5/art/621/5c5d241177610e73df59739c3f8f11ed.jpg,6,Cup,Qing,100000,88000,1,1,1,100000.0,1,1.0,1,C1
Qingqianlong pastel chicken cup,1183,Qing Qianlong,China Guardian,Autumn Auction 2002 - Ruijin Tang Collection Porcelain,China Guardian Autumn Auction 2002,03/11/2002,"The interior of the cup is plain and the exterior is painted with a group of urchins at play. On one side of the cup are painted an urchin and a rooster playing in a courtyard, the urchin playfully cute and the rooster standing tall. The other side is inscribed with a poem inscribed by the Qianlong emperor: 'Li, Tang, and Yue ware are not found on earth, Zhao, Song, and the official kilns are seen in the morning star, Yin, Zhou, and the Ding Yi are quite numerous in the world, and the quality of the brittle is discernible in the room. The Zhu Ming is not very far from here, but the Xuancheng elegant ware is still to be seen. The peony is the most precious of all, but the chicken jar is the most precious of all. Imperial inscription Qianlong bingshen."""" Inscribed underneath with a single ring of """"San"""" and a boxed Yang article in """"Long"""". Finely crafted, with an exquisite scene.",https://auction.artron.net/paimai-art18430002,https://image.artron.net/wd/auction//5/art/455/409112114848a6700ecc18c9c09d15cb.jpg,7,Cup,Qing,200000,198000,1,1,1,200000.0,1,1.0,1,C1
Qing Kangxi Blue and Flower Twelve Flowers God Cup,1270,Qing Kangxi,China Guardian,Autumn Auction 2002 - Porcelain Furniture Crafts,China Guardian Autumn Auction 2002,03/11/2002,"This is a thin, lightly carved vase, of exquisite beauty and delicacy. The entire body is decorated in blue and white, with a delicately painted scene of mandarin ducks in a lotus pond, inscribed in a poem with the words, 'The root is jade in clay, the heart bears a pearl under the dew', with one seal of the artist, 'Appreciate'.",https://auction.artron.net/paimai-art18470134,https://image.artron.net/wd/auction//5/art/460/57007c2817edf9f2dfa8b6b0dfea33f7.jpg,7,Cup,Qing,40000,55000,1,1,1,40000.0,1,1.0,1,C1
"Qianlong sacrifice blue painted gold breast nail pattern small cup, a set of support",1312,Qing Qianlong,China Guardian,Autumn Auction 2002 - Porcelain Furniture Crafts,China Guardian Autumn Auction 2002,03/11/2002,"The cup is decorated with twin chi dragon ears, the whole painted in gilt. The raised cup fluted slightly below the mouth rim in the stopper, inscribed in gilt at the centre with the character for longevity, the mouth rim in gilt, and the shallow footrim with a punch.",https://auction.artron.net/paimai-art18470227,https://image.artron.net/wd/auction//5/art/460/7ca0852028716e303582aa2285da63e8.jpg,10,Cup,Qing,17500,24200,1,1,1,17500.0,1,1.0,1,C1
Qing Kangxi Blue and white lady picture cup (pair),1324,Qing Kangxi,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The outer wall of the cup is painted with a group of ladies in a courtyard, the blue and white colouring elegant, the painting finely executed.",https://auction.artron.net/paimai-art16680013,https://image.artron.net/wd/auction//5/art/338/f1251cf5e5a06ae4af6d69d87aeeec81.jpg,8,Cup,Qing,60000,55000,1,0,0,60000.0,1,1.0,1,C1
Qing Yongzheng blue and white tangle pattern small cup (pair),1326,Qing Yongzheng,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"A small, open-mouthed cup of delicate form, with a thin, light body. The exterior is fully painted with a wreathed floral motif, while the interior is decorated with a revolute poinsettia design. Painted in the Ming Chenghua style, this is a fine example of imperial wares from the Yongzheng period.",https://auction.artron.net/paimai-art16680025,https://image.artron.net/wd/auction//5/art/338/68d27403269ffbfe0bdd5aad5c1dbf89.jpg,7,Cup,Qing,70000,66000,1,0,0,70000.0,1,1.0,1,C1
Qing Kangxi blue and white floral pattern small cup,1330,Qing Kangxi,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"A small, light, transparent cup with a moist white glaze, painted with a floral design on the wall of the foot. The foot inscribed in blue and white with 'Made in the Kangxi period of the Qing dynasty'.",https://auction.artron.net/paimai-art16680012,https://image.artron.net/wd/auction//5/art/338/2d5d17da0322fcb20680345c39f7c9f1.jpg,6,Cup,Qing,50000,55000,1,0,0,50000.0,1,1.0,1,C1
Qing Kangxi blue and white light floral pattern cup (pair),1335,Qing Kangxi,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"With a skewed mouth, folded shins, and small footrim, the form is neat and tidy. The entire body is white, with only the shins painted with a continuous floral design, which is very rare for this variety.",https://auction.artron.net/paimai-art16680010,https://image.artron.net/wd/auction//5/art/338/efda6dea0b8f44256496ff539c117fab.jpg,9,Cup,Qing,125000,110000,1,0,0,125000.0,1,1.0,1,C1
Qianlong blue and white alum red floral pattern shot cup (pair),1368,Qing Qianlong,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"With its warm white glaze, verdant blue and blue flowers, richly coloured and finely painted, this is a fine example of its kind from the Qianlong period and a traditional variety from the official kilns of the Qing dynasty.",https://auction.artron.net/paimai-art16680060,https://image.artron.net/wd/auction//5/art/338/226fa937403a4d2adb008b4f2471f0fa.jpg,8,Cup,Qing,90000,90200,1,0,0,90000.0,1,1.0,1,C1
Qing Daoguang pastel plum pattern cup (pair),1374,Qing Daoguang,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The cup is painted on one side with plum blossoms in pastel, and on the other side inscribed in ink 'A few dots are known to welcome the early years, and the remaining fragrance should help to clear the poem', with a red 'Daoguang' seal. The colours are elegant, fresh and chic.",https://auction.artron.net/paimai-art16680085,https://image.artron.net/wd/auction//5/art/338/e94efdd40b9709b69486496554feea4d.jpg,9,Cup,Qing,60000,170500,1,0,0,60000.0,1,1.0,1,C1
Qianlong Doucai lotus to eight treasure foot cup,1403,Qing Qianlong,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The high, flared foot, straight belly and open mouth are of regular form. The heart of the bowl is painted with a pestle and mortar motif, and the outer wall with a lotus flower resting on the eight treasures. The painting is regular and elegantly coloured.",https://auction.artron.net/paimai-art16680142,https://image.artron.net/wd/auction//5/art/338/bd5e8778d789c7d892f99abf307762d1.jpg,12,Cup,Qing,275000,418000,1,0,0,275000.0,1,1.0,1,C1
Qing Yongzheng Doucai tuan pattern small cup,1406,Qing Yongzheng,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The outer wall of the cup is painted in doucai with four groups of flowers and birds, the work of which is exquisitely red and elegantly coloured, typical of Qing dynasty imitations of Chenghua doucai.",https://auction.artron.net/paimai-art16680140,https://image.artron.net/wd/auction//5/art/338/bf1dc216b2c47bc10ea067443b13ee1e.jpg,8,Cup,Qing,17000,35200,1,0,0,17000.0,1,1.0,1,C1
Qing Yongzheng Doucai three-fruit pattern small cup,1407,Qing Yongzheng,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The heart of the bowl is painted with a peony motif, while the exterior is painted with a folding Buddha's hand, a peach, and a lychee motif, signifying 'three more'. The outline of the decoration is painted in blue and blue, and then filled with red, green, yellow and green underglaze colours, the depths of which are rich. See: Tianminlou Collection, fig. 98.",https://auction.artron.net/paimai-art16680137,https://image.artron.net/wd/auction//5/art/338/711cc4ed29707ebba258da71398bb30e.jpg,7,Cup,Qing,230000,374000,1,0,0,230000.0,1,1.0,1,C1
Qing Daoguang Colorful Flower God Cup (pair),1414,Qing Daoguang,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The floral motifs are taken from the orchids depicted in the Kangxi five-colour cup of the god of flowers, painted in blue and blue with a mountain and rocky outline, and the branches of the orchids in red, green and blue colours, the painting finely executed and the colours muted.",https://auction.artron.net/paimai-art16680150,https://image.artron.net/wd/auction//5/art/338/6d4954c3a30dfd3bcfa35cd15e1e2bec.jpg,6,Cup,Qing,25000,35200,1,0,0,25000.0,1,1.0,1,C1
Qing Yongzheng White glazed cloud dragon pattern small cup (pair),1430,Qing Yongzheng,China Guardian,Spring 2002 Auction - Porcelain and Jade Crafts,China Guardian Spring Auction 2002,23/04/2002,"The cup is of small, delicate form, with a pure, moist white glaze. The wall is extremely thin, and the carved dragon motif is clearly discernible when viewed through the light. The workmanship is exquisite and delicate, and this is an extremely rare variety.",https://auction.artron.net/paimai-art16680190,https://image.artron.net/wd/auction//5/art/338/d6bf96d1843b1cb5b443208500300230.jpg,6,Cup,Qing,200000,198000,1,0,0,200000.0,1,1.0,1,C1
Qing Kangxi Doucai flower butterfly pattern small cup,1447,Qing Kangxi,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The body is light and thin, and the white glaze is fine and moist. The outer wall is painted in doucai with flowers, rocks and flying butterflies, the layout sparse, finely painted and elegantly coloured, making it one of the finest pieces of doucai ware from the Kangxi dynasty.",https://auction.artron.net/paimai-art15890001,https://image.artron.net/wd/auction//5/art/238/8d62cfb3b3f242108eed6b0cd667b1be.jpg,6,Cup,Qing,175000,165000,1,0,0,175000.0,1,1.0,1,C1
Ming Jiajing Yellow glaze small cup (pair),1469,Ming Jiajing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The rim of the cup is flared and the cup is small in form. The interior and exterior are covered in yellow glaze, the foot with a four-character regular script Jiajing blue and white mark.",https://auction.artron.net/paimai-art15890053,https://image.artron.net/wd/auction//5/art/238/bb1469fd6a6d3f3049c0096a24cceafe.jpg,6,Cup,Ming,27000,27500,1,0,0,27000.0,1,1.0,3,C3
Qianlong Pastel Eight Immortals Square Cup (pair),1505,Qing Qianlong,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"A square cup in the form of a dipper, the interior glazed in turquoise green, the rim of the mouth decorated with gold enamels, the exterior surrounded by a coral-red ground with gilt-painted echoes, the open interior painted with the Eight Immortals crossing the sea, in brilliant colours and with auspicious intentions. The foot inscribed in seal script Qianlong gold.",https://auction.artron.net/paimai-art15890128,https://image.artron.net/wd/auction//5/art/238/6eea4a24137594e4f9a3b07ffd48e976.jpg,8,Cup,Qing,70000,88000,1,0,0,70000.0,1,1.0,1,C1
Mid-Qing Dynasty Pastel painting gold group immortal birthday picture cup,1508,Mid-Qing,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The shape of the vessel is Western in style, with the mouth, base, ears and many other areas decorated in gilt, the colours bright and flamboyant. The body of the cup is painted in famille rose with a large number of figures of immortals celebrating a birthday, and the base is decorated with a famille rose cloud and crane motif, the entire vessel being finely painted in bright colours with a strong decorative effect.",https://auction.artron.net/paimai-art15890131,https://image.artron.net/wd/auction//5/art/238/9ec89b18f498ff86169d2a85dadf429d.jpg,21,Cup,Qing,175000,165000,1,0,0,175000.0,3,1.0,2,C2
Qing Daoguang pastel taiping has an elephant picture cup,1536,Qing Daoguang,China Guardian,"Autumn Auction 2001 - Porcelain, Jade, Arts and Crafts, Furniture",China Guardian Autumn Auction 2001,04/11/2001,"The outer wall is painted in famille-rose enamels with a peaceful and elephantine design, the colours are brilliant, the painting delicate and the pastels well preserved.",https://auction.artron.net/paimai-art15890204,https://image.artron.net/wd/auction//5/art/238/21c231ea659dd426d4f3b73dd8d8f732.jpg,8,Cup,Qing,45000,38500,1,0,0,45000.0,1,1.0,1,C1
Qianlong of the Qing Dynasty wears a large plum vase with a dragon and phoenix pattern,2,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140017,https://image.artron.net/wd/auction//34/art/285/776e5e0ea4b137248b42f549a5060720.jpg,53,Vase,Qing,503500,615595,0,0,0,503500.0,4,0.976779287124115,1,V1
Qianlong Qingqing Doucai Ganoderma lucidum floral pattern open light inscription poem wall vase (pair),5,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140015,https://image.artron.net/wd/auction//34/art/285/6f41b6667c2e8bfbe8a6d5e060560057.jpg,21,Vase,Qing,132500,201135,0,0,0,132500.0,3,1.06683695189442,2,V2
Qianlong Blue and white dragon pattern vase,20,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140043,https://image.artron.net/wd/auction//34/art/285/7b2d175eb11a7aba38bb889a5c26fbf2.jpg,46,Vase,Qing,556500,1330035,0,0,0,556500.0,4,0.976779287124115,1,V1
Qianlong Qinghua blue and white wearing dragon pattern plum vase,21,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140049,https://image.artron.net/wd/auction//34/art/285/e45f29c768290e8e468f7a5f8828f3e6.jpg,33,Vase,Qing,6360000,13456435,0,0,0,6360000.0,4,0.976779287124115,1,V1
Qing Yongzheng Red glazed plum vase,23,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140070,https://image.artron.net/wd/auction//34/art/285/19b7dd12b7f9659a19eff86d961c82ad.jpg,22,Vase,Qing,143100,152375,0,0,0,143100.0,3,1.06683695189442,2,V2
Qianlong carved porcelain imitation lacquer Wanhuatian ball vase,26,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140083,https://image.artron.net/wd/auction//34/art/285/28938bbf8243b6c00facdc11619439b8.jpg,50,Vase,Qing,4240000,11474235,0,0,0,4240000.0,4,0.976779287124115,1,V1
Qianlong imitation Ru kiln glaze changed dragon ear vase,27,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140076,https://image.artron.net/wd/auction//34/art/285/22f6763beaf3fe10275de2578ec9227b.jpg,34,Vase,Qing,1113000,2379435,0,0,0,1113000.0,4,0.976779287124115,1,V1
Qing Yongzheng white glaze scratched floral pattern vase,28,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140071,https://image.artron.net/wd/auction//34/art/285/b0be67a7a593ca604865c60560fe7277.jpg,26,Vase,Qing,636000,835015,0,0,0,636000.0,3,1.06683695189442,2,V2
Qing Yongzheng imitation official kiln glaze shop head ear vase,29,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140080,https://image.artron.net/wd/auction//34/art/285/4a3d85b9faf936d424a72627ad088595.jpg,22,Vase,Qing,318000,323035,0,0,0,318000.0,3,1.06683695189442,2,V2
Qianlong Qinglong pink green glaze engraved Bogulong pattern vase,30,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140072,https://image.artron.net/wd/auction//34/art/285/c2ea42efc9afff0b9a7b93d61425b670.jpg,38,Vase,Qing,3180000,4245035,0,0,0,3180000.0,4,0.976779287124115,1,V1
Qing Jiaqing lemon yellow ground pastel entwined flowers eight auspicious pattern Baba vase,31,Qing Jiaqing,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140098,https://image.artron.net/wd/auction//34/art/285/57275824ce212d65c5c56d84ba796b9f.jpg,26,Vase,Qing,185500,298655,0,0,0,185500.0,3,1.06683695189442,2,V2
Qing Yongzheng tea end glaze imitation vase,37,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140085,https://image.artron.net/wd/auction//34/art/285/cfb1c3b51ccdd6de45ba14cfc3dd8264.jpg,58,Vase,Qing,636000,1271735,0,0,0,636000.0,4,0.976779287124115,1,V1
" Qing Yongzheng pink ground pastel lotus open light """"longevity and wealth"""" picture wall vase (pair)",39,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140097,https://image.artron.net/wd/auction//34/art/285/0eb73410a576052fc5557d7e07222bd5.jpg,22,Vase,Qing,143100,213325,0,0,0,143100.0,3,1.06683695189442,2,V2
Qingdao light pastel fish algae pattern straight neck vase,40,Qing Daoguang,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140099,https://image.artron.net/wd/auction//34/art/285/b218334e84578cf45ca5688b17b2659e.jpg,30,Vase,Qing,424000,493695,0,0,0,424000.0,4,0.976779287124115,1,V1
Qianlong Pastel Bailu Zun vase,44,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140105,https://image.artron.net/wd/auction//34/art/285/aa957b38eea71dd9d5c60c15ad0d933d.jpg,45,Vase,Qing,3180000,2962435,0,0,0,3180000.0,4,0.976779287124115,1,V1
Qingyong dry pastel magnolia peony pattern straight neck skimming vase,45,Qingyong dry,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140104,https://image.artron.net/wd/auction//34/art/285/86d508ac063ccea1a1d65a26c4dd7d8c.jpg,42,Vase,Qing,742000,737495,0,0,0,742000.0,4,0.976779287124115,1,V1
Qing Jiaqing light green ground pastel stone pattern double dragon ear vase,49,Qing Jiaqing,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140111,https://image.artron.net/wd/auction//34/art/285/7094c48239df44978449b3361d4fe02c.jpg,68,Vase,Qing,1855000,2845835,0,0,0,1855000.0,4,0.976779287124115,1,V1
Late Ming Dynasty Longquan kiln celadon string pattern vase,50,Late Ming Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140121,https://image.artron.net/wd/auction//34/art/285/db1540de225b32d794b74d3e11a4ec0e.jpg,27,Vase,Ming,26500,15264,0,0,0,26500.0,3,1.02873563218391,3,V3
Qing Yongzheng pastel fishing picture pankou vase,52,Qing Yongzheng,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140129,https://image.artron.net/wd/auction//34/art/285/c6f5b02bc08f697f2e5c985429f0e543.jpg,25,Vase,Qing,74200,89040,0,0,0,74200.0,3,1.06683695189442,2,V2
Qianlong blue and white glaze red plum magpie vase,62,Qianlong of the Qing Dynasty,Sotheby's,2001 Autumn Auction - Chinese porcelain and handicrafts,Autumn Auction 2001,29/10/2001,,https://auction.artron.net/paimai-art16140156,https://image.artron.net/wd/auction//34/art/285/181263df26ba8d5f9f036bab8972041a.jpg,27,Vase,Qing,53000,50880,0,0,0,53000.0,3,1.06683695189442,2,V2
Ming Jiajing blue and white cloud crane pattern gourd vase,79,Ming Jiajing,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character regular script mark,https://auction.artron.net/paimai-art23170020,https://image.artron.net/wd/auction//31/art/705/0f5695c5b5fa0e0a525710f9f05da632.jpg,47,Vase,Ming,143100,152004,0,1,0,143100.0,4,0.228607918263091,4,V4
Ming Wanli blue and white wearing dragon pattern large plum vase,80,Ming Wanli,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character regular horizontal script,https://auction.artron.net/paimai-art23170021,https://image.artron.net/wd/auction//31/art/705/e6524081f0aa6a913741e44210b81b5c.jpg,64,Vase,Ming,185500,354676,0,1,0,185500.0,4,0.228607918263091,4,V4
Qingqianlong pastel baby play double dragon ear vase,83,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in six seal script alum-red,https://auction.artron.net/paimai-art23170041,https://image.artron.net/wd/auction//31/art/705/c01361d9b9cadbc4830a17b16630b3b7.jpg,39,Vase,Qing,5300000,8971575,0,1,0,5300000.0,4,0.976779287124115,1,V1
Qianlong Blue and white double dragon wearing a large celestial ball vase with a lotus pattern with tangled branches,84,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character seal script mark,https://auction.artron.net/paimai-art23170036,https://image.artron.net/wd/auction//31/art/705/8b6efe582df6ce27b290da9502b49d10.jpg,60,Vase,Qing,7420000,7190775,0,1,0,7420000.0,4,0.976779287124115,1,V1
Ming Yongle blue and white wheel flower ribbon gourd flat vase,88,Ming Yongle,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170028,https://image.artron.net/wd/auction//31/art/705/2ecd31e2c1d86e7f679b7953bcfac6f6.jpg,32,Vase,Ming,848000,696685,0,1,0,848000.0,4,0.228607918263091,4,V4
"Qing Jiaqing blue glaze gold """"Fushou Shuangquan"""" gourd vase",89,Qing Jiaqing,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Signed in six seal script alum-red,https://auction.artron.net/paimai-art23170033,https://image.artron.net/wd/auction//31/art/705/7e8ceb2a0e5ba378babe1c54a1f95b0c.jpg,29,Vase,Qing,530000,1195415,0,1,0,530000.0,3,1.06683695189442,2,V2
Qingqianlong blue and white folded branches and fruit pattern garlic vase pair,90,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character seal script mark,https://auction.artron.net/paimai-art23170035,https://image.artron.net/wd/auction//31/art/705/84d51df8e39ab439de30f7677cc16afe.jpg,28,Vase,Qing,954000,950025,0,1,0,954000.0,3,1.06683695189442,2,V2
Qingqianlong blue and white Ganoderma lucidum lotus pattern Ruyi ear garlic head vase,91,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character seal script mark,https://auction.artron.net/paimai-art23170034,https://image.artron.net/wd/auction//31/art/705/b77526103ff24382059ee02f99a84a87.jpg,18,Vase,Qing,530000,1848375,0,1,0,530000.0,2,1.42879948914432,5,V5
Qing 18th century multicolored circle dragon pattern flower vase pair,94,"Qing Dynasty, 18th century",Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,,https://auction.artron.net/paimai-art23170052,https://image.artron.net/wd/auction//31/art/705/027b087e3a8ac664eff18cec3a91ac94.jpg,46,Vase,Qing,53000,53201,0,1,0,53000.0,4,0.976779287124115,1,V1
Qianlong Pastel nine peach big sky ball vase,95,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Six-character seal script mark,https://auction.artron.net/paimai-art23170056,https://image.artron.net/wd/auction//31/art/705/eabbcc4961f9ea3e4259eb40004b1e85.jpg,52,Vase,Qing,6360000,7190775,0,1,0,6360000.0,4,0.976779287124115,1,V1
Qianlong Qingqianlong turquoise land pastel eight auspicious pattern olives vase,96,Qing Qianlong,Christie's,Important Chinese Porcelain Crafts (I & II),2003 Autumn Art Auction,27/10/2003,Inscribed in gilt seal script with six characters,https://auction.artron.net/paimai-art23170065,https://image.artron.net/wd/auction//31/art/705/05ec7a460d16c24550e548aa23a65986.jpg,35,Vase,Qing,1431000,1492215,0,1,0,1431000.0,4,0.976779287124115,1,V1
